"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"3846","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0761.bmp","","1515.0761.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3847","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0762.bmp","","1515.0762.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3848","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0763.bmp","","1515.0763.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3849","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0764.bmp","","1515.0764.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3850","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0765.bmp","","1515.0765.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3851","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0766.bmp","","1515.0766.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3852","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0767.bmp","","1515.0767.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3853","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0768.bmp","","1515.0768.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3854","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0769.bmp","","1515.0769.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3855","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0770.bmp","","1515.0770.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3856","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0771.bmp","","1515.0771.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3857","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0772.bmp","","1515.0772.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3858","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0773.bmp","","1515.0773.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3859","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0774.bmp","","1515.0774.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3860","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0775.bmp","","1515.0775.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3862","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0776.bmp","","1515.0776.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3861","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0777.bmp","","1515.0777.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3863","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0778.bmp","","1515.0778.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3864","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0779.bmp","","1515.0779.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3865","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0780.bmp","","1515.0780.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3866","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0781.bmp","","1515.0781.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3867","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0782.bmp","","1515.0782.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3868","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0783.bmp","","1515.0783.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3869","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0784.bmp","","1515.0784.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3870","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0785.bmp","","1515.0785.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3871","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0786.bmp","","1515.0786.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3872","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0787.bmp","","1515.0787.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3873","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0788.bmp","","1515.0788.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3874","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0789.bmp","","1515.0789.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3875","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0790.bmp","","1515.0790.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3876","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0791.bmp","","1515.0791.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3877","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0792.bmp","","1515.0792.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3878","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0793.bmp","","1515.0793.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3879","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0794.bmp","","1515.0794.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3880","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0795.bmp","","1515.0795.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3881","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0796.bmp","","1515.0796.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3882","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0797.bmp","","1515.0797.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3883","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0798.bmp","","1515.0798.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3884","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0799.bmp","","1515.0799.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3885","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0800.bmp","","1515.0800.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3886","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0801.bmp","","1515.0801.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3887","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0802.bmp","","1515.0802.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3888","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0803.bmp","","1515.0803.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3889","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0804.bmp","","1515.0804.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3890","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0805.bmp","","1515.0805.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3891","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0806.bmp","","1515.0806.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3892","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0807.bmp","","1515.0807.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3893","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0808.bmp","","1515.0808.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3894","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0809.bmp","","1515.0809.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3895","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0810.bmp","","1515.0810.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3896","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0811.bmp","","1515.0811.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3897","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0812.bmp","","1515.0812.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3898","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0813.bmp","","1515.0813.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3899","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0814.bmp","","1515.0814.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3900","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0815.bmp","","1515.0815.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3901","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0816.bmp","","1515.0816.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3902","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0817.bmp","","1515.0817.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3903","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0818.bmp","","1515.0818.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3904","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0819.bmp","","1515.0819.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3905","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0820.bmp","","1515.0820.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3906","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0821.bmp","","1515.0821.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3907","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0822.bmp","","1515.0822.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3908","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0823.bmp","","1515.0823.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3909","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0824.bmp","","1515.0824.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3910","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0825.bmp","","1515.0825.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3911","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0826.bmp","","1515.0826.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3912","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0827.bmp","","1515.0827.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3913","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0828.bmp","","1515.0828.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3914","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0829.bmp","","1515.0829.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3915","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0830.bmp","","1515.0830.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3916","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0831.bmp","","1515.0831.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3917","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0832.bmp","","1515.0832.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3918","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0833.bmp","","1515.0833.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3919","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0834.bmp","","1515.0834.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3920","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0835.bmp","","1515.0835.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3921","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0836.bmp","","1515.0836.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3922","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0837.bmp","","1515.0837.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3923","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0838.bmp","","1515.0838.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3924","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0839.bmp","","1515.0839.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3925","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0840.bmp","","1515.0840.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3926","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0841.bmp","","1515.0841.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3927","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0842.bmp","","1515.0842.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3928","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0843.bmp","","1515.0843.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3929","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0844.bmp","","1515.0844.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3930","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0845.bmp","","1515.0845.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3931","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0846.bmp","","1515.0846.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3932","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0847.bmp","","1515.0847.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3933","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0848.bmp","","1515.0848.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3934","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0849.bmp","","1515.0849.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
"3935","3083","zip:file:///D:/zu%20untersuchende%20Dateien/Figure%205.zip!/c_1220%20-%20HC%20z%20-%201515fps%20-%20all_off/1515.0850.bmp","","1515.0850.bmp","Signature","Done","66870","File","bmp","2019-01-19T12:21:04","false","","1","fmt/116","image/bmp","Windows Bitmap","3.0"
